names	ranges_mean	ranges_max	rangesc_mean	rangesc_max
CGB1	0.08755884521581307	4.728177641653906	0.048377367595608636	2.6123778501628663
CGB5	0.8475461637937274	40.22284122562674	0.22752992910037786	9.47627416520211
CGB8	2.6813214432076813	74.47916666666667	0.7477564178121634	19.091116173120728
CGB7	14.019179368258191	98.84169884169884	4.446566778551116	21.289719626168225
CTB-60B18.12	3.803282922768505	32.22222222222223	2.1206683250364473	26.951833213515457
NTF4	35.672619144187365	320.1312910284464	9.97398799807769	265.52863436123346
CTB-60B18.18	3.4132727689552578	38.12432626661876	2.1237128734485293	38.12432626661876
KCNA7	45.75011521478563	707.7868852459015	4.568098501646823	26.33363068688671
SNRNP70	2.409395811948901	4.546080586080586	1.215158798527412	1.931205035971223
LIN7B	2.421396832618157	8.111675977653631	1.3595394121019249	2.5334636871508383
C19orf73	3.0707754377751986	8.59726603575184	1.6355787975816416	3.1767676767676765
PPFIA3	4.568549268900361	23.65348771533465	1.5634613085426596	5.661152416356877
HRC	16.473492753099485	246.09552691432907	2.925248569333632	18.76113116726835
TRPM4	4.798340481186731	26.67709691438505	1.595064634635045	3.7887288666249215
SLC6A21P	1.6029485440209035	12.583333333333332	0.958320743757288	8.952017448200653
SLC6A16	5.3388512181084975	25.673630641489222	2.044282667010541	5.6726078799249535
CTC-301O7.4	5.968888857082076	39.69037469149653	2.1992994875951988	4.838633554331947
CD37	10.718045261600514	43.67847800237813	2.8809693608754867	10.328905731880623
TEAD2	4.1454362750546725	30.485115766262403	1.6311799527494661	3.9404597064525064
AC010524.4	10.326028157890407	95.16754850088184	2.6037468664311314	6.549182954181352
DKKL1	33.37628961348909	615.5940594059407	3.1689790036575887	6.83794466403162
AC010524.2	6.949112471668486	27.06190476190476	2.8807848020087734	5.531073446327683
CCDC155	72.17320209142459	1076.328502415459	5.340757986008021	20.64272211720227
PTH2	4.685383809293957	112.0387007601935	0.6571253125799722	8.164785553047405
GFY	4.719116850305695	73.28571428571428	1.2881085235698237	15.903614457831326
SLC17A7	94.20149702358488	1674.5212131837307	3.740200660072009	26.476910634856452
PIH1D1	1.625862631366453	4.083970010710461	0.9227399509995365	1.8612154696132597
ALDH16A1	2.5850928296083566	9.061004234724741	1.2025935872355968	2.461721611721612
FLT3LG	4.178780764224903	12.851417344934045	1.6455922161941439	5.034431582071832
RPL13A	2.089374130530908	6.6913955169920465	1.0111404702119666	2.6025913928736695
SNORD33	10.801889313499222	75.82527509169724	3.595467695639468	10.139505884186734
SNORD35A	9.119888426592508	35.56544608537325	3.3475504521323933	8.822575742223124
RPS11	2.1390426281145145	5.633633062424347	1.0357662042278177	2.1782533019350874
SNORD35B	5.122447399101952	15.525862068965516	2.2599013494384588	3.9483033829359973
FCGRT	3.3937293721937727	11.965639589169	1.3443611409583571	3.692121212121212
RCN3	5.183026047317156	25.298899143778492	1.9446493740947597	4.227843878572223
NOSIP	1.916621211925179	9.747920255968499	0.8499952112999029	1.9359671809506822
PRRG2	6.035645360586877	36.104556180795065	2.3736709657070154	11.137758830694276
PRR12	2.3318142233612025	10.531061896649632	1.2654210731142486	3.0714224811709534
RRAS	4.34682261911605	17.0261581776299	1.5268186413356124	5.99021538852532
SCAF1	1.5921895549552314	4.083215643671918	0.9206869981239068	2.0766163793103445
IRF3	2.9400274327537432	11.179497387409805	1.1621442231644392	2.6351504184573624
BCL2L12	3.9782680878306036	23.118983050847458	1.1239567935803938	2.5467230927599225
PRMT1	2.1438896909151297	5.537538844002485	1.0476137612929737	2.5326899128268985
ADM5	8.097434263100629	39.914620815304026	2.4656383900966015	4.868905532737376
CPT1C	6.497541538422837	37.47451868629672	2.215172018158157	8.976717112922001
CTB-33G10.1	4.317145327331281	9.5418860698899	1.9470445268590286	2.9186086165738323
TSKS	11.247650353572062	56.183160114475065	3.441536075533378	23.575615474794844
AP2A1	1.7755015479124152	4.186057517291591	1.030918114773089	2.3042062911485
FUZ	2.2752027093864684	5.8183284930622765	1.2694352865772738	4.53687428353076
AC006942.4	3.855797435189942	9.504162142598625	1.958743259329823	2.780115606936416
MED25	1.8445877891967584	4.010232729959364	1.0096545230450817	2.143155694879833
PTOV1-AS1	2.194230011488542	6.204171855541719	1.150704982843745	2.111093725551557
PTOV1	1.9214360326422526	3.3483450895279434	1.0204039172265924	1.6325230511316007
AC018766.6	4.814313414424261	26.29639448568399	2.192581467334029	3.737400530503979
PTOV1-AS2	2.7562196612619267	8.625561209218796	1.292092809170712	2.0309712299671747
PNKP	1.8780526230667374	3.6156432748538014	1.0353097625966523	1.6761546085232903
AKT1S1	1.5815092506355402	3.9793943962809397	0.8460129053117137	1.5775675675675676
TBC1D17	1.9235986119359925	3.5026234035208836	1.1127644710424602	2.3564469914040114
IL4I1	36.02003746271186	230.4485154769425	5.365700502470289	11.476235442241109
NUP62	1.8717653474647031	5.5625863770977295	1.0124743306823194	2.4308080808080805
